,Dni,Nom,Curso
3698,N8152756F,Laia Batalla-Villalba,C
3699,P7917625A,Joan Ferrera Canals,A
3700,D07727019,Álex Hervia Vazquez,B
3701,N4457128I,Francisco Meléndez Gargallo,B
3702,P2302883J,Èric Font Vargas,F
3703,C87660817,María Dolores Romeu-Bastida,E
3704,E25161068,Marta Oliver Alfaro,E
3705,D59333971,Anna Montaña-Uriarte,B
3706,U7273775B,Albert Montoya Escamilla,D
3707,W9727961F,Albert Cerdán Chamorro,D
3708,R1233513I,Cristina Fábregas Domingo,E
3709,U9830036A,Núria Goicoechea Milla,E
3710,U4804259B,Max Goñi Dávila,C
3711,C91303552,Aina Dávila Bauzà,D
3712,P6579449G,Laura Manjón Barón,C
3713,D86117876,Enzo Gimeno Carnero,E
3714,S7211209G,María Alemán Saura,A
3715,S9149045H,Pedro de Pellicer,B
3716,F9340007E,Chlóe Moliner,B
3717,H34827741,David Olivares-Julián,A
3718,H15620032,Noa Gárate,D
3719,P6353735A,Rosa del Neira,B
3720,F9314032E,David Luís Tolosa,E
3721,V2015246H,Martí Agullo-Campos,A
3722,D81900805,Rosa Carrión Bauzà,E
3723,A78168275,Montserrat Arrieta Baquero,F
3724,U1774374A,Martina Solano Roma,E
3725,H31037914,Laura Llorente Olivares,F
3726,A13684352,Leo Adam Saavedra Verdejo,B
3727,A42249482,Marta del Bernat,D
3728,S7211209G,María Alemán Saura,B
3729,P2199273J,Enzo de Osorio,F
3730,H75562959,Bruno Lozano Galan,D
3731,H95977138,Adam Galán Cáceres,D
3732,W7861640F,Aleix de Fiol,D
3733,B97041974,María Dolores Aramburu Galindo,A
3734,N1790348E,Arlet Huguet Coloma,A
3735,J7285606E,Emma Pallarès-Colom,C
3736,W8604747I,Lucia Ribas Dalmau,E
3737,D65605370,Martina Velasco Soriano,B
3738,C91303552,Aina Dávila Bauzà,F
3739,Q0041000A,David Chaves Cantero,D
3740,A28346542,Martina Fuentes-Moll,D
3741,B36032787,Sara Alfonso Cortes,B
3742,B90285073,Lucia de Ballester,C
3743,E56707995,Aina Otero-Gutiérrez,B
3744,F9551675C,Ana Morante-Vazquez,C
3745,N2845937H,Montserrat Manzanares-Herrero,F
3746,U8112016D,Joan Villalobos Carnero,A
3747,J2259741C,María Bayo Cózar,B
3748,G13084090,Lucas Ocaña Huertas,D
3749,C28252815,Èric Botella Armengol,B
3750,S9149045H,Pedro de Pellicer,B
3751,F9340007E,Chlóe Moliner,E
3752,W3053262F,Xavier Batlle-Mur,B
3753,U4683589H,Carla Corbacho-Escribano,A
3754,U7308622E,Mia Palomares-Torrijos,A
3755,P6713486F,Cristina Tomas Salvà,B
3756,B11913498,Pedro Ricart Cantón,F
3757,V7999367A,Lucia Abascal Tejera,C
3758,S8355279D,Antonia Bermejo Bayo,A
3759,P9348817I,Antonio Amo Castañeda,C
3760,E01391861,José Pi Alvarez,A
3761,R4624337D,Anna del Otero,E
3762,B43837079,Laura Marquez Izquierdo,F
3763,G93234177,Rosa Laura Nogués Casares,C
3764,W4359932C,Dolores del Miguel,A
3765,P3798114I,Ana de Larrea,A
3766,V7999367A,Lucia Abascal Tejera,E
3767,H23653579,Manuel David Rosado Acero,B
3768,U7141532G,Pau Talavera Moliner,D
3769,P6887458E,Nil del Morillo,D
3770,H23653579,Manuel David Rosado Acero,F
3771,N7185603C,Arlet Chaves Roldan,C
3772,J9643335D,Juan Maldonado Mayol,C
3773,W4359932C,Dolores del Miguel,A
3774,S7211209G,María Alemán Saura,E
3775,E52404001,Josefa Uriarte,D
3776,A27475888,Javier Sedano Izquierdo,C
3777,P6887458E,Nil del Morillo,C
3778,A10128536,Èric Roman Guijarro,C
3779,C21370879,Pol Puente Lucena,C
3780,V4046368I,María Dolores Mendez Sebastián,A
3781,U6069713C,Álex de Morales,B
3782,E99188005,Biel Alcalde Samper,B
3783,Q4232915A,Antònia Colomer Blanca,D
3784,B39226162,Jana Villanueva Quirós,F
3785,H37157526,Arlet Sala Narváez,F
3786,J8863857B,Rosa Alberola Coll,B
3787,V4665297J,Juan Cruz Pallarès,B
3788,G90306762,Èric Blázquez Gil,E
3789,S1471928J,Carla Ferrán Tenorio,B
3790,C33342999,Anna Avilés-Palomar,F
3791,F8025276J,Carla Ribas Ariño,F
3792,G44377703,Noa Mate Diego,A
3793,E01391861,José Pi Alvarez,C
3794,W1796907B,Mia Abellán Pulido,D
3795,G52644184,Martí Enzo Pujadas Pedrero,A
3796,S1471928J,Carla Ferrán Tenorio,C
3797,P7855416I,Leo Bustamante Zapata,D
3798,V5404049H,Biel Pau Tolosa Llorens,A
3799,J8863857B,Rosa Alberola Coll,A
3800,U3398151E,Lucia Rincón Rosales,D
3801,W1247153H,Martina Nuñez Estevez,A
3802,D44217990,Nil Bilbao Sastre,F
3803,S8641797I,Aina Pi Trujillo,C
3804,D83545129,Francisca Font Navarro,D
3805,S9149045H,Pedro de Pellicer,B
3806,D65605370,Martina Velasco Soriano,F
3807,E85913895,Álex Juliá Cantón,A
3808,E47909023,Sílvia Pinilla Hervás,A
3809,N4457128I,Francisco Meléndez Gargallo,F
3810,E44235414,Juan de Guerrero,A
3811,C78976982,Pau del Avilés,C
3812,E73982548,Júlia Palomino Company,A
3813,C81417628,Núria Martín,A
3814,F8713241A,Antonio Catalá,E
3815,Q4579611G,Leo Verdú Sastre,C
3816,J9967593F,Nil Patiño-Perea,F
3817,B64747389,Èric Roman Mena,B
3818,N5426927I,Aleix Cervera Alfaro,D
3819,C28142149,Aleix Moya Collado,A
3820,P7917625A,Joan Ferrera Canals,D
3821,D28897957,Marc Sarabia Zabala,B
3822,B19312776,Aleix Doménech Pombo,B
3823,D57672396,Chlóe Tomas Santamaria,C
3824,N4457128I,Francisco Meléndez Gargallo,D
3825,U4683589H,Carla Corbacho-Escribano,A
3826,E34862805,Rosa Porta,E
3827,S0085490A,Ona Salvà Pizarro,F
3828,H13226295,Pau Rosado Palomar,D
3829,Q7186100I,Èric Cifuentes,B
3830,P7917625A,Joan Ferrera Canals,E
3831,H92027010,Ana Tello Alemán,A
3832,N2518597F,Noa de Grande,A
3833,V3555537D,Montserrat Bayo Garay,F
3834,D59333971,Anna Montaña-Uriarte,E
3835,W7861640F,Aleix de Fiol,C
3836,S0662896J,Álex Julián Cervantes,C
3837,A51927812,Lucas Jordi Rodriguez Lobo,F
3838,B95922167,Miguel Prieto Ribera,A
3839,Q7186100I,Èric Cifuentes,D
3840,C49543051,Pau Caro Gallego,C
3841,Q7186100I,Èric Cifuentes,C
3842,B37939139,Josep Casanovas Vázquez,A
3843,S8641797I,Aina Pi Trujillo,A
3844,H19110485,María de Villena,B
3845,G62107743,Emma Farré,F
3846,A84080670,Joan de Olmedo,E
3847,S9149045H,Pedro de Pellicer,B
3848,B43837079,Laura Marquez Izquierdo,B
3849,S3989833C,Aleix Jove Cantero,D
3850,W4699949F,Mia Catalán Barros,D
3851,V5404049H,Biel Pau Tolosa Llorens,C
3852,E47464060,Francisco Palomares Ocaña,E
3853,B19312776,Aleix Doménech Pombo,F
3854,C64875321,Pau del Bayón,B
3855,R3314974A,María Teresa Ona Ferrándiz Donoso,E
3856,U7308622E,Mia Palomares-Torrijos,E
3857,F2545250I,Manuel Castellanos Arenas,F
3858,R5672939E,Cristina Laia Bonilla Alvarado,F
3859,N1790348E,Arlet Huguet Coloma,A
3860,B11913498,Pedro Ricart Cantón,B
3861,G62107743,Emma Farré,A
3862,W9727961F,Albert Cerdán Chamorro,A
3863,C91303552,Aina Dávila Bauzà,F
3864,E52404001,Josefa Uriarte,D
3865,Q7186100I,Èric Cifuentes,B
3866,N9465554E,Chlóe Cerezo-Arenas,E
3867,D28897957,Marc Sarabia Zabala,A
3868,H42115923,Clàudia Perea Bermudez,A
3869,A35443936,Pol Salgado Buendía,F
3870,N8243349A,Paula Sáez Ripoll,D
3871,H49305378,Antonio Sanjuan Belda,A
3872,C70021340,Arnau Álex Villanueva Ojeda,C
3873,S8641797I,Aina Pi Trujillo,E
3874,C99290520,Antònia Baró-Elías,A
3875,V7809521C,Antònia Anna Saez Belda,C
3876,U6069713C,Álex de Morales,B
3877,C87660817,María Dolores Romeu-Bastida,E
3878,S0727486C,Adam Aliaga Pons,B
3879,B37939139,Josep Casanovas Vázquez,F
3880,V7999367A,Lucia Abascal Tejera,E
3881,B43837079,Laura Marquez Izquierdo,A
3882,S0662896J,Álex Julián Cervantes,B
3883,C56963325,Abril Díez,F
3884,B88818059,Martina María Carreño Villaverde,A
3885,W4799866A,Manuel Cózar Albero,A
3886,P6353735A,Rosa del Neira,D
3887,F6804250F,María Dolores Ferrández Colom,C
3888,Q7967239J,Paula Agustín Gimeno,D
3889,N5111030B,Carlos Ramírez Benavent,C
3890,P6579449G,Laura Manjón Barón,A
3891,A30004071,Pau Peláez Cano,F
3892,P8832380C,María Dolores Luz-Pera,B
3893,N2759694I,María Dolores Júlia Montenegro Ramón,B
3894,S6417982C,Arnau Gonzalo-Barrios,F
3895,E52404001,Josefa Uriarte,D
3896,J3751394B,Josep Ramón Palomar Múgica,F
3897,H42115923,Clàudia Perea Bermudez,D
3898,E55193205,Laia Boix Montenegro,C
3899,P3410537I,Martí Paredes,D
3900,A53234324,Marc Navas Bermúdez,D
3901,F1014977A,Pedro Murcia-Valbuena,C
3902,H02560167,Enzo Quesada,A
3903,H23653579,Manuel David Rosado Acero,F
3904,Q3443120E,Emma Aina Fábregas Moll,D
3905,V2167857H,Manuel Cerro Pol,B
3906,G76937929,María Dolores Sofía Salvador Teruel,E
3907,Q7211251I,Marc Reina Arrieta,C
3908,H42115923,Clàudia Perea Bermudez,B
3909,P6579449G,Laura Manjón Barón,C
3910,G13084090,Lucas Ocaña Huertas,B
3911,H48271738,Laia Oliveras Puente,C
3912,W1495808F,Èric Arnaiz,F
3913,R7687550I,Juan Pozuelo Vila,B
3914,Q2834551J,Noa Ordóñez,E
3915,H49305378,Antonio Sanjuan Belda,A
3916,F1978921C,Jordi Canals,C
3917,S3989833C,Aleix Jove Cantero,D
3918,C91303552,Aina Dávila Bauzà,A
3919,D78897097,Núria Verdejo Arteaga,A
3920,U7273775B,Albert Montoya Escamilla,D
3921,V4258212B,Marc Dominguez Barberá,E
3922,S8355279D,Antonia Bermejo Bayo,F
3923,Q7967239J,Paula Agustín Gimeno,F
3924,N2759694I,María Dolores Júlia Montenegro Ramón,C
3925,S9346078J,Francisco Pareja Peinado,F
3926,G56742331,Max Llano Bertrán,D
3927,C06753156,Lucas Paniagua Llano,D
3928,Q0552283D,Clàudia Verdú-Montalbán,B
3929,G71220651,Júlia Gras Porta,D
3930,E52404001,Josefa Uriarte,C
3931,P7187021F,Antònia Paula Juliá Jaén,A
3932,Q9514578E,Anna Benítez Rovira,A
3933,B31484074,Jordi Cuenca Blanes,D
3934,J4856729A,Pedro Cabrero Agullo,D
3935,A81512261,Sílvia Lobo Ramírez,D
3936,G71220651,Júlia Gras Porta,F
3937,H60091485,Sofía Collado Botella,C
3938,C97387187,Sara de Jover,A
3939,J3659481J,Clàudia Sancho Aragón,E
3940,H44219327,David de Carretero,D
3941,G83025460,Noa Cueto Ribas,F
3942,J2259741C,María Bayo Cózar,D
3943,F6804250F,María Dolores Ferrández Colom,E
3944,H03012952,Mia Méndez Ribes,F
3945,D44217990,Nil Bilbao Sastre,B
3946,G56742331,Max Llano Bertrán,C
3947,B19312776,Aleix Doménech Pombo,B
3948,V4665297J,Juan Cruz Pallarès,A
3949,D65605370,Martina Velasco Soriano,C
3950,R8192469H,Enzo Escalona Morales,C
3951,H15620032,Noa Gárate,D
3952,N3620309I,Dolores Gelabert,C
3953,J5181672F,Álex del Domínguez,B
3954,Q2116390B,Francisca Marta Arias Ferrero,E
3955,C56963325,Abril Díez,E
3956,U5487419C,Pol Nil Barbero Olivera,E
3957,F9314032E,David Luís Tolosa,F
3958,F7029229G,Daniel Prat Calvo,F
3959,J4051218H,Daniel Bermudez Sosa,F
3960,D10065217,Xavier Bárcena Castillo,D
3961,F2545250I,Manuel Castellanos Arenas,A
3962,A10128536,Èric Roman Guijarro,F
3963,C75059956,Jorge Baena,D
3964,S7366447F,Carlos Crespi Perales,D
3965,S5329165D,Hugo Sanz Amat,C
3966,B37939139,Josep Casanovas Vázquez,C
3967,N5426927I,Aleix Cervera Alfaro,F
3968,C75059956,Jorge Baena,E
3969,S1471928J,Carla Ferrán Tenorio,C
3970,A78168275,Montserrat Arrieta Baquero,A
3971,H59348128,Antonio Dominguez Gilabert,D
3972,E47464060,Francisco Palomares Ocaña,A
3973,G93234177,Rosa Laura Nogués Casares,A
3974,B21983689,Josep de Ibarra,E
3975,Q2834551J,Noa Ordóñez,E
3976,F2776503A,Francisca Ureña,A
3977,P6057674A,María Del Carmen Valèria Raya Mena,A
3978,G61008355,Arlet Lladó Diego,E
3979,H65400632,Abril Cáceres Manjón,D
3980,S8641797I,Aina Pi Trujillo,E
3981,D33698531,Aina Ferrán-Dávila,B
3982,G08270886,José María de Galvez,B
3983,S3945679C,Daniel Ródenas Lastra,E
3984,Q9514578E,Anna Benítez Rovira,D
3985,G90306762,Èric Blázquez Gil,E
3986,U0476516J,Isabel Miró Arana,E
3987,F1405226J,Adam Abella Valle,C
3988,H60091485,Sofía Collado Botella,D
3989,U4578017H,Paula Canet Nuñez,E
3990,S1410175B,Lucas Frutos Andrés,F
3991,J4450361C,Júlia Cano Amorós,B
3992,U1774374A,Martina Solano Roma,E
3993,J5155116F,Júlia Abellán-Pou,E
3994,S7211209G,María Alemán Saura,C
3995,U4804259B,Max Goñi Dávila,B
3996,N0515267C,Noa Ochoa Bartolomé,B
3997,R5336309I,Rosa Torralba Rozas,F
3998,N7359672H,Daniel Bartolomé Vilar,F
3999,N5426927I,Aleix Cervera Alfaro,D
